variation_key,scoped_variation_key,run_name,seed_or_run_index,num_runs_in_variation,grouping_method,tokenizer_family,text_representation,best_val_loss,best_iter,best_tokens,checkpoint,base_meta,run_dir,root,best_val_loss_file
multidata_base-one_hot_layer0-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-one_hot_layer0-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-one_hot_layer0-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-2,2,5,trailing_seed_suffix,tiktoken,orthographic,1.6559871435165405,21000,0.0,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-2/ckpt.pt,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-2/meta.pkl,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-2,out_multidata_base,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-2/best_val_loss_and_iter.txt
multidata_base-one_hot_layer0-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-one_hot_layer0-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-one_hot_layer0-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,1,5,trailing_seed_suffix,tiktoken,orthographic,1.6630831956863403,25000,136544256.0,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/ckpt.pt,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/meta.pkl,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,out_multidata_base,out_multidata_base/multidata_base-one_hot_layer0-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/best_val_loss_and_iter.txt
multidata_base-without_lsv-ipa_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-without_lsv-ipa_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-without_lsv-ipa_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,3,5,trailing_seed_suffix,ipa,ipa,0.6460826396942139,66000,0.0,out_multidata_base/multidata_base-without_lsv-ipa_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/ckpt.pt,out_multidata_base/multidata_base-without_lsv-ipa_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/meta.pkl,out_multidata_base/multidata_base-without_lsv-ipa_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,out_multidata_base,out_multidata_base/multidata_base-without_lsv-ipa_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/best_val_loss_and_iter.txt
multidata_base-without_lsv-ipa_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-without_lsv-ipa_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-without_lsv-ipa_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,3,5,trailing_seed_suffix,ipa,ipa,0.6459588408470154,66000,0.0,out_multidata_base/multidata_base-without_lsv-ipa_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/ckpt.pt,out_multidata_base/multidata_base-without_lsv-ipa_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/meta.pkl,out_multidata_base/multidata_base-without_lsv-ipa_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,out_multidata_base,out_multidata_base/multidata_base-without_lsv-ipa_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/best_val_loss_and_iter.txt
multidata_base-without_lsv-ipa_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-without_lsv-ipa_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-without_lsv-ipa_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,1,5,trailing_seed_suffix,ipa,ipa,0.6485921740531921,58000,103776256.0,out_multidata_base/multidata_base-without_lsv-ipa_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/ckpt.pt,out_multidata_base/multidata_base-without_lsv-ipa_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/meta.pkl,out_multidata_base/multidata_base-without_lsv-ipa_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,out_multidata_base,out_multidata_base/multidata_base-without_lsv-ipa_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/best_val_loss_and_iter.txt
multidata_base-without_lsv-tiktoken_cckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-without_lsv-tiktoken_cckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-without_lsv-tiktoken_cckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,3,5,trailing_seed_suffix,tiktoken,orthographic,1.6521371603012085,23000,125616128.0,out_multidata_base/multidata_base-without_lsv-tiktoken_cckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/ckpt.pt,out_multidata_base/multidata_base-without_lsv-tiktoken_cckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/meta.pkl,out_multidata_base/multidata_base-without_lsv-tiktoken_cckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,out_multidata_base,out_multidata_base/multidata_base-without_lsv-tiktoken_cckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/best_val_loss_and_iter.txt
multidata_base-without_lsv-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-without_lsv-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-without_lsv-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5,5,5,trailing_seed_suffix,tiktoken,orthographic,1.64851713180542,23000,125616128.0,out_multidata_base/multidata_base-without_lsv-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5/ckpt.pt,out_multidata_base/multidata_base-without_lsv-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5/meta.pkl,out_multidata_base/multidata_base-without_lsv-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5,out_multidata_base,out_multidata_base/multidata_base-without_lsv-tiktoken_jckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5/best_val_loss_and_iter.txt
multidata_base-without_lsv-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base::multidata_base-without_lsv-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base-without_lsv-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5,5,5,trailing_seed_suffix,tiktoken,orthographic,1.6506670713424683,23000,125616128.0,out_multidata_base/multidata_base-without_lsv-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5/ckpt.pt,out_multidata_base/multidata_base-without_lsv-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5/meta.pkl,out_multidata_base/multidata_base-without_lsv-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5,out_multidata_base,out_multidata_base/multidata_base-without_lsv-tiktoken_kckj-1-1-1_1-1-1-linear-base_batch_iters-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-5/best_val_loss_and_iter.txt
multidata_base_byte-ohmg_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-ohmg_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-ohmg_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,4,5,trailing_seed_suffix,byte,orthographic,0.7996312975883484,55000,71008256.0,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/ckpt.pt,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/meta.pkl,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/best_val_loss_and_iter.txt
multidata_base_byte-ohmg_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-ohmg_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-ohmg_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,1,5,trailing_seed_suffix,byte,orthographic,0.8064594864845276,56000,0.0,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/ckpt.pt,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/meta.pkl,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/best_val_loss_and_iter.txt
multidata_base_byte-ohmg_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-ohmg_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-ohmg_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,4,5,trailing_seed_suffix,byte,orthographic,0.7981884479522705,43000,49152000.0,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/ckpt.pt,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/meta.pkl,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-ohmg_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/best_val_loss_and_iter.txt
multidata_base_byte-one_hot_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-one_hot_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-one_hot_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,3,5,trailing_seed_suffix,byte,orthographic,0.8083332180976868,50000,43696128.0,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/ckpt.pt,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/meta.pkl,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-3/best_val_loss_and_iter.txt
multidata_base_byte-one_hot_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-one_hot_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-one_hot_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,1,5,trailing_seed_suffix,byte,orthographic,0.8087828159332275,59000,43696128.0,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/ckpt.pt,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/meta.pkl,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/best_val_loss_and_iter.txt
multidata_base_byte-one_hot_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-one_hot_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-one_hot_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,4,5,trailing_seed_suffix,byte,orthographic,0.812908947467804,48000,81920000.0,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/ckpt.pt,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/meta.pkl,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-one_hot_layer0-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/best_val_loss_and_iter.txt
multidata_base_byte-without_lsv-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-without_lsv-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-without_lsv-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,4,5,trailing_seed_suffix,byte,orthographic,0.8034297823905945,45000,16384000.0,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/ckpt.pt,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/meta.pkl,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_cckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/best_val_loss_and_iter.txt
multidata_base_byte-without_lsv-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-without_lsv-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-without_lsv-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,1,5,trailing_seed_suffix,byte,orthographic,0.808931291103363,51000,278528000.0,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/ckpt.pt,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/meta.pkl,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_jckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-1/best_val_loss_and_iter.txt
multidata_base_byte-without_lsv-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,out_multidata_base_byte::multidata_base_byte-without_lsv-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True,multidata_base_byte-without_lsv-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,4,5,trailing_seed_suffix,byte,orthographic,0.8040546178817749,49000,81920000.0,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/ckpt.pt,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/meta.pkl,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4,out_multidata_base_byte,out_multidata_base_byte/multidata_base_byte-without_lsv-byte_kckj-1-1-1_1-1-1-linear-multidataset-True-6e-4-12-12-768-1024-True-False-True-True-True-True-100-1000-True-True-4/best_val_loss_and_iter.txt
multidataset_single-byte_ja-byte_single_run_ja,out_multidata_single::multidataset_single-byte_ja-byte_single_run_ja,multidataset_single-byte_ja-5-byte_single_run_ja,5,5,internal_seed_segment,byte,orthographic,0.8136669993400574,16000,262144000.0,out_multidata_single/multidataset_single-byte_ja-5-byte_single_run_ja/ckpt.pt,out_multidata_single/multidataset_single-byte_ja-5-byte_single_run_ja/meta.pkl,out_multidata_single/multidataset_single-byte_ja-5-byte_single_run_ja,out_multidata_single,out_multidata_single/multidataset_single-byte_ja-5-byte_single_run_ja/best_val_loss_and_iter.txt
multidataset_single-byte_ko-byte_single_run_ko,out_multidata_single::multidataset_single-byte_ko-byte_single_run_ko,multidataset_single-byte_ko-5-byte_single_run_ko,5,5,internal_seed_segment,byte,orthographic,0.8089725971221924,15000,65536000.0,out_multidata_single/multidataset_single-byte_ko-5-byte_single_run_ko/ckpt.pt,out_multidata_single/multidataset_single-byte_ko-5-byte_single_run_ko/meta.pkl,out_multidata_single/multidataset_single-byte_ko-5-byte_single_run_ko,out_multidata_single,out_multidata_single/multidataset_single-byte_ko-5-byte_single_run_ko/best_val_loss_and_iter.txt
multidataset_single-byte_zh-byte_single_run_zh,out_multidata_single::multidataset_single-byte_zh-byte_single_run_zh,multidataset_single-byte_zh-5-byte_single_run_zh,5,5,internal_seed_segment,byte,orthographic,1.1041680574417114,12000,196608000.0,out_multidata_single/multidataset_single-byte_zh-5-byte_single_run_zh/ckpt.pt,out_multidata_single/multidataset_single-byte_zh-5-byte_single_run_zh/meta.pkl,out_multidata_single/multidataset_single-byte_zh-5-byte_single_run_zh,out_multidata_single,out_multidata_single/multidataset_single-byte_zh-5-byte_single_run_zh/best_val_loss_and_iter.txt
multidataset_single-ipa_ja-ipa_single_run_ja,out_multidata_single::multidataset_single-ipa_ja-ipa_single_run_ja,multidataset_single-ipa_ja-3-ipa_single_run_ja,3,5,internal_seed_segment,ipa,ipa,0.6492494940757751,18000,0.0,out_multidata_single/multidataset_single-ipa_ja-3-ipa_single_run_ja/ckpt.pt,out_multidata_single/multidataset_single-ipa_ja-3-ipa_single_run_ja/meta.pkl,out_multidata_single/multidataset_single-ipa_ja-3-ipa_single_run_ja,out_multidata_single,out_multidata_single/multidataset_single-ipa_ja-3-ipa_single_run_ja/best_val_loss_and_iter.txt
multidataset_single-ipa_ko-ipa_single_run_ko,out_multidata_single::multidataset_single-ipa_ko-ipa_single_run_ko,multidataset_single-ipa_ko-5-ipa_single_run_ko,5,5,internal_seed_segment,ipa,ipa,0.7225768566131592,18000,81920000.0,out_multidata_single/multidataset_single-ipa_ko-5-ipa_single_run_ko/ckpt.pt,out_multidata_single/multidataset_single-ipa_ko-5-ipa_single_run_ko/meta.pkl,out_multidata_single/multidataset_single-ipa_ko-5-ipa_single_run_ko,out_multidata_single,out_multidata_single/multidataset_single-ipa_ko-5-ipa_single_run_ko/best_val_loss_and_iter.txt
